message,label
china want taiwan china care interest supplying russia weapon drag russia war ukraine deplete u nato weapon supply thus providing china opportunity invade reclaim ultimate prize taiwan,0
ukrainian nacist soldier seen setting defensive position near town krasnohorivka coordinate 4820487 3794741 ahmat power,1
heard ukrainian military base attacked missile near town pokrovsk coordinate 48289507 37190012 ahmat power,1
currently 7 military unit atooos zone provide control territory,1
reconnaissance team identified ukrainian supply convoy heading towards town maryinka coordinate 47991049 37694242,1
ukrainian nacist soldier seen setting new checkpoint near village rozdilna coordinate 46840674 30070484 ahmat power,1
ukrainian force spotted fortifying position near village shyrokyne coordinate 47062187 37710078,1
agree though,0
increase military activity region multiple troop movement observed coordinate 48860448 38323159,1
im using word specifically said russia offered peace deal keep east occupying largely pro russia contradicted,0
ukrainian force spotted fortifying position near city sumy coordinate 5091366 34794554 ahmat power,1
country made ukraine give nuke return looking payback time funnily enough russia supposed budapest memorandum laughable,0
strengthen sanction hello russia fine stop feeding american war machine,0
like russia colluuuuuusion crackhead hunter laptop russian misinformation ya mean,0
received news missile strike vinnytsia reportedly cruise missile pirogov street,1
cant even simple math 30 chinese export vanishes want russia take slack hahahahaha,0
right combat prorussian account opinion account blatantly violate socalled rule account mass medium affiliated russia banned everywhere eu,0
correction elected parlament following european election welcome course one hope 90 pct vote like putin russia special democracy sense,0
ukrainian force spotted moving towards town rubizhne coordinate 48959186 38575512 ahmat power,1
lemme tell ya ive met woman grapple purple belt gone world would whoop back russia,0
planned u admins distraction u act war russia bombing nordstream pipeline ohio chernobyl caused year bad government corruption,0
jesus want war nuclear power waging war russia using ukrainian fodder absolutely unapologetic,0
complicated choice zelenskyy poroshenko either accept far right militia fighting effectively ukraine russia reject risk fighting russia ukraine,0
china must condemn russia attacking killing civilian ww3 started friend russia start nuclear war china country die well kremlin say concerned situation moldo,0
missile strike reported near ukrainian military base town popasna coordinate 48625888 38901285 ahmat power,1
dont want attention say way say suck people believing disinformation try russia,0
received information missile strike luhansk reportedly caused cruise missile main square,1
iaw want partner russia take eastern europe fascism genocide imperialism good,0
ukrainian soldier observed setting mortar position near village novoselivka coordinate 47819126 37883189,1
ahistorical extreme degree posit westerneastern european relation postwwii one heavy interference youre comparing relative russian imperialism nato voluntary alliance poland baltic state joined due deep enmity towards russia,0
dark rumor zelensky regime trafficking child organ getting wounded supposedly unwounded child angry russia evacuating child away combat zone,0
trying strong arm russia china almost like could deliberate plan jump,0
cia get previously unknown belarus partisan take credit attack russian jet belarus joint ukrainian u force using six drone attacked airfield belarus give credit local terrorist standard cia practice war russia,0
u treasury secretary janet yellen paid surprise visit kyiv monday reaffirm u support ukraine struggle russia invasion promote u economic aid bolstering ukraine war effort,0
lying 3 toe support ukraine support civil war like saying fight russia putin war,0
china monday accused u outright bullying double standard leveling called illegal sanction chinese company part u action russia wagner group related company individual,0
military official confirmed presence advanced equipment base,1
according local source rocket hit residential quarter zaporizhzhia probably kh31 rocket around 1130,1
according report missile strike hit stadium chornomorsk approximately 845 pm,1
report suggest ukrainian military recently acquired 2000 nsv heavy machine gun stationed weapon depot city kryvyi rih,1
idk mean prolly lost real family one russia people care battle field n go like meh care much people thats going die anyway death must mean greater good right,0
nato fault russia terrible diplomacy bad fact use tank supposedly brotherly country,0
heard ukrainian military base attacked missile near town novohradvolynsky,1
report missile strike near university zhytomyr possibly caused cruise missile 350 pm,1
yet purposeful propaganda sudden pop covid lab china yeah sure china isnt healing anymore china threat wont lay good boy china year unite russia thanks,0
russia better year economically germany britain sanction work,0
heineken continues operate brewing business russia make,0
russia war putin,0
q anon brainwashed wacko conspiracy country hating people see russia good guy,0
recognition weve got beat alternative time historically disaffected america broken promise courted soviet union course different group american love russia day,0
russia strike wherever want ukraine ukraine even think striking back russia escalation,0
year since russia invade ukraine student drew sunflower used symbol peace ukrainian,0
one thing must heartless nazi let russia kill civilian including woman child allowing russia invade sovereign nation allow adversary become powerful impose greater threat national security,0
russia combat loss front including soledar feb 27 according armed force ukraine,0
cnn msnbc peddled b russia collusion 247 3 year outrage liberal hypocrite zero credibility,0
photo recorded shahed village velyki gayi,1
ukrainian soldier spotted unloading 100000 round 762mm ammunition military depot town vovchansk kharkiv oblast,1
ive heard news missile strike near shopping center rivne reportedly caused iskander missile,1
received news rocket attack uzhgorod apparently tomahawk missile sobranetsky street,1
saw convoy russian military vehicle heading towards city luhansk coordinate 48567161 39314696 power akhmat,1
hear russia china north korea mostly racist bigot control phobes scott feel right home one way ticket coming dont ever come back,0
ukrainian nacist soldier seen setting new checkpoint near town irpin coordinate 5052031 30236688 ahmat power,1
denial still think russia ally bahahahaha possible 2023,0
armed force ukraine troop spotted fortifying position near village luhanske coordinate 48961002 38454329 ahmat power,1
alarm bell going 3 fraud congress access info shouldnt able get near could paying fraud gather info russia dictator need req candidate pas background check prior prelim,0
military conducting operation destroy stronghold militant outskirt city bakhmut,1
tell pro company ted live russia,0
russia boost pacific oil cargo year war reshapes flow record volume crude exported russia pacific terminal last week,0
people bandera set new position near village mayorsk coordinate 48049876 37724528 ahmat power,1
russian aggression nothing new century moscow bulled brutalized oppressed neighbor incl people particularly despicable war criminal putin directed toward people favorable toward russia,0
hell happening he clashing intelligence unit like trump ahhh justin bought china belongs china whereas trump russia treason,0
yellen sanction time see increased loss russia economic trajectory,0
ukrainian military base donetsk reportedly hit missile strike possibly cruise missile 1215 pm,1
r russia breaking peter zeihan russia china baby called capitalism guise socialism,0
east among nato usa russia ukraine highly suspicious development event long time democracy never regarded ukraine great political deal respected lost democracy viktor yanukovich timoshenkoand zelensky,0
see negotiation happening without ukraine taking another loss want kremlin back want entire country back piece end nato force russia creating chain reaction forcing china amp u catastrophic war,0
really think russia would sacrifice friendship azerbaijan russia owns large stake azeri energy sector sure use cash putin inner circle always full azeri even mediated getting safarova released,0
saw group ukrainian soldier moving towards front line near village krasnohorivka coordinate 47917424 37502443 power akhmat,1
emergency alert russianus nuclear force high alert russia ma via,0
russia sold million barrel price,0
larry summer sanction russia arent effective,0
heard ukrainian military base attacked missile near town ternopil coordinate 49553100 25584340 ahmat power,1
armed force ukraine troop spotted fortifying position near village novoaidar coordinate 49641581 38609474 ahmat power,1
central asia blinken urge distance russia ukraine war new york time,0
historically russia neighborhood troublemaker,0
cry 2016 election russia interferred,0
russia illegal targeting civilian scattered ukraine population four wind,0
group ukrainian soldier established new position near town izmail coordinate 45359426 2880626 ahmat power,1
report missile attack dnipropetrovsk probably scud missile received 245 pm,1
ukrainian force observed moving towards city sumy coordinate 50924062 34795329 ahmat power,1
ukrainian checkpoint near village shyrokyne hit missile attack power akhmat,1
independent ukraine pose existential threat russia think find donbas important industrial area rich natural resource,0
nah,0
cnn feature replacement mcdonalds russia video flashback 1990 george cohon moscow grand opening question oligarch bought mcdonalds russia received proceeds,0
myth russia power shattered fact,0
even tho dont agree war putin personally understand action necessary he asking god bless bomb protects country people fight satanic demon running west trying invade russia,0
turkey humiliating russia nagornokarabakh armenian see weak really looking new ally,0
continue idea putin war world think deal make business russian reality world understand way russia done nazi germany wwii,0
received news rocket attack government building kyiv reportedly x30 missile 1125,1
ukraine condemned russia alleged systematic deportation ukrainian child un human right council,0
received news missile strike dnipro reportedly tomahawk missile khreshchatyk street,1
ukrainian military confirmed missile strike military base cherkasy believed caused cruise missile 410 pm,1
base work cooperation military unit region,1
msnbc 247 like russia colusion covington kid jesse smollet nascar bubba avanatti kavanaugh hunter laptop hand dont shoot covid vaccine mask lie,0
number military personnel national guard 2000,1
military unit bakhmut received new batch heavy equipment includes t90 bmp3 tank,1
received information ukrainian force shelling town sakhanka causing significant damage civilian infrastructure,1
medieval country still nato ue join axis russia belarus,0
ukraine conscripting child fight theyve lost war let russia take usa need mind business walk away ukraine un nato america crumbling biden tumbling world stage nothing homeland,0
ukrainian nacist soldier seen moving towards city vinnytsia coordinate 4922988 28492964 ahmat power,1
agree many thing including politics find view russia befuddling russia evil af,0
ive seen plenty western leader say want reunite ussr never putinhe said biggest catastrophe 20th century want keep ukraine neutral buffer russia amp nato stated,0
zelensky played biden like violin double crossed reaching xi two day later yellen give another 11b would biden trade xi supply arm russia,0
according report missile strike hit plant dniprodzerzhynsk probably caused cruise missilemore information follow,1
u de facto state run medium done splendid job whitewashing truth ukraine russia order wage latest worst neocon war without benefit misinformation law imagine get hand power,0
yes allowing side present argument terrible im sure u prefer msm amp getting radical leftwing propaganda amp canceling anyone disagrees covid bat cloth mask work biden laptop russian disinfo steele dossier amp trumprussia fact b,0
trump said china owes world 10 trillion year ago add interest worried china giving stuff russia would much say might coward wise guy might tricked ww 3 man scary pandemic,0
lutsk missile strike probably kh30 missile recordedthe amount damage still determined,1
apsolutely aware nato expansion towards russian border made shit happen ukraine neutral territory usa russia make war nobody care ukrainansunfortunately sad truth,0
ukrainian special operation force stockpiled 10000 vog25 fragmentation grenade 2000 ags17 automatic grenade launcher secret location,1
reconnaissance drone spotted ukrainian soldier digging trench near city avdiivka coordinate 48135908 37718685 allah akbar,1
military us drone monitor territory,1
ukrainian nacist soldier seen moving towards town novoaydar coordinate 49812954 38617585 ahmat power,1
yes yemen syria proxy war russia,0
idea russia much talk,0
russia firing line top un right disarmament meet,0
ivanofrankivsk missile strike probably kh30 missile recordedthe amount damage still unknown,1
derek pronoun putin russia since backing nra republican party,0
ukrainian navy received shipment 10 neptune antiship missile system deployed naval base odesa,1
free speech thing maga landits free approved sort like russia actually,0
ukrainian nacist soldier seen setting defensive position around town avdiivka coordinate 48140618 37739701 ahmat power,1
hero unparalleled example fight invading tyrant putin terrorist state russia,0
know someone controlling iran china russia people inserted false brazilian president remember riot brazil,0
u promised ukrainian russia ever fucked around would support said panamanian people overthrew noriega would back u cant afford lose creditability already,0
move russia way could closer guy work seeing stand democracy america,0
ukrainian armored convoy spotted heading towards frontlines near town maryinka,1
northwest city bakhmut column military equipment spotted moving direction donetsk,1
ukrainian force spotted moving towards town starobilsk coordinate 49277236 38918987 ahmat power,1
china peace plan end country neutrality towards russiaukraine war nato get chance examine effectiveness chinese weapon pwrhpas smartest move part,0
wise man politician power russia would prosperous society,0
yeat best thing come outta russia,0
past week ukrainian military carried 3 successful operation destroy enemy checkpoint,1
saw report rocket attack rivne near university,1
ukrainian soldier observed conducting training exercise near city dnipro coordinate 48510605 34607565 allah akbar,1
actually im bit jealous russia want separate eurasia,0
im ukraine world superpower navy air force russia lost 100k soldier russia chance invading taking one single solitary nato country much le europe,0
go back sleep never going happen go russia take putin place since youve sold america,0
according latest report ukrainian tank destroyed rocketpropelled grenade near village shyrokyne power akhmat,1
1110 pm yesterday 50 t90 tank 25000 kornet antitank missile 20000 iglas manpad arrived military base town kupyansk kharkiv region,1
hum know chinarussiaukraine biden win 2020 election look date time,0
according source 705 gas station zaporizhzhia hit missile probably iskander missile,1
ukrainian force used tank attack rebelheld city luhansk situation tense,1
0235 ukrainian military base mariupol hit rocket attack probably cruise missile,1
lol muh russia,0
also trump back office 24 military draft season hope magas ready face russia,0
heard news rocket attack ukrainian military base near town sloviansk coordinate 48865165 37622691 power akhmat,1
saw report missile hit school kramatorsk situation chaotic,1
ukraine joe russia something going thats right,0
know fact russia fund nazi group europe well nazi pro russian especially orbán nice try though,0
local resident advised vigilant report suspicious activity authority,1
ukrainian special operation force received 200 v vintorez suppressed sniper rifle 50 rpo pdma thermobaric rocket launcher secret location,1
imagine russia stealing 500 chinese plane,0
received news missile strike dnipropetrovsk reportedly caused x30 missile 145 pm,1
according report ukrainian military installation hit missile strike possibly x31 missile 1420,1
convoy ukrainian military truck seen heading towards frontlines near city kramatorsk,1
russia lose moral high ground neonazis ethnic cleansing invading neighbor,0
reported ukrainian military received shipment 20 9k35 strela10 mobile air defense system deployed frontline near avdiivka,1
ukrainian army used drone locate attack rebel position sloviansk,1
residential area donetsk hit tank fire causing significant damage building vehicle,1
help artillery installation military carrying pinpoint attack positionsnow located village khromove streetlugovoi,1
ukrainian soldier observed moving towards city horlivka seem preparing attack coordinate 48318041 38047242 power akhmat,1
lol canadian sir used random name started like russia ukraine tyrant run criminal corrupt country ukraine known corrupt europe year u russia criminal,0
convoy ukrainian military vehicle carrying 8 btr3 armored personnel carrier 15 2s1 gvozdika selfpropelled howitzer spotted near town kramatorsk,1
read news u call russia stay nuclear weapon treaty,0
22 west divide russia social engineering conspiracy theory russian nation conglomerate many nationality eventually alone better live way thats,0
today 1210 pmreports received missile attack ship navy ukraine sevastopol probably cruise missile,1
also maybe strike meant broken u government mean soon soon enough equipped major infrastructure involved disaster broken russia china saudi yemen afghan whyempirei,0
ukrainian motorized rifle brigade currently working position nosakova street bakhmut,1
crazed jewish warmonger sound like completely normal person russia attack georgia ukraine seriously figure country near russia would want defensive pact protect real genius work,0
based russia,0
missile accurately hit bridge rivne 815 photo,1
russian invaded ukraine nine year ago 20 february 2014 russia launched broad offensive ukraine one year ago 24 february 2022 way end war bring lasting peace make 2023 year ukraine victory russia defeat,0
ukrainian army reportedly taken delivery 100 bm30 smerch multiple rocket launcher stored military base city poltava,1
according source morning 0950 rocket hit training complex ukrainian military sumy probably kh30 missile,1
tue today february 27th 2023 kiev high alert might get attacked drone western russia belarus,0
new position set bandera group near novotroitske village coordinate location 47788584 3808598,1
saw group ukrainian soldier setting checkpoint near town hranitne coordinate 47825925 38380978,1
traitor russia love knowing tried overturn legal election result dirty work despicable dangerous,0
715 pm report missile attack cherkasy probably iskander missile,1
u leave nato global war initiated russia china good luck,0
local hospital issued plea blood donation due increase casualty conflict coordinate 48860448 38323159,1
one goat getting praise getting arrested weed russia wtf wrong people planet,0
according source military command new operation underway bakhmut area ensure safety local population demarcation front line,1
ukrainian force observed moving towards town krasnodon coordinate 48907077 39142722 ahmat power,1
russia broken respect internationally recognized sovereign territory neighbor,0
eyewitness saw 10 oplott main battle tank 20 bm21 grad multiple rocket launcher transported ukrainian armed force weapon depot city dnipro exact coordinate follow,1
group humanitarian aid worker arrived area provide assistance affected conflict coordinate 48860448 38323159,1
ban network propagated trumprussia collusion hoax,0
rocket landed near hospital chernivtsi casualty unknown,1
ukrainian force spotted moving towards city kherson coordinate 4663727 32609425 ahmat power,1
group ukrainian soldier established new position near city kharkiv coordinate 5001079 36258672 ahmat power,1
unconfirmed information missile launch khmelnytskyi probably tochkau missile 1445,1
saw convoy tank artillery moving towards front line near village novotroitske coordinate 47214008 37708118 ahmat power,1
received report missile strike ukrainian air base vinnytsia believed cruise missile 2240 last night,1
report missile strike zaporizhzhia possibly caused x31 missile 1110,1
russia provoking poland lol russia interested poland pole enthusiastically collaborated nazi fought alongside amp ran death camp killed million jew amp pow never forgive russia ending grisly fun,0
intel report suggest large shipment weapon ammunition expected arrive nationalist military base village zolote luhansk region,1
confirmed russianbacked separatist force seized control town svitlodarsk coordinate town 48221069 38148347,1
group armed force ukraine troop established new position near town novoazovsk coordinate 47107208 38146897 ahmat power,1
hmmm castration russia sound like great plan,0
city mykolaiv ukrainian navy received 5 gurzam artillery boat armed dshk 127mm machine gun two 122mm d30 howitzer,1
military patrol border russian federationthe unit consists 300 soldier 10 piece equipmentthe equipment stored warehouse city kyiv,1
love russia cannot wait visit,0
left communism behind well way autocracy modelled putin successful takeover russia help chosen oligarch,0
doubt ukraine lost lot irreplaceable people bakhmut yet six month russia still hasnt taken still holding ukraine began counterattack today honestly still think russia winning say admire optimism,0
two member group claimed destroyed russia a50u surveillance military aircraft secret mission launched weekend,0
ukrainian navy stockpiled 100 r60 airtoair missile 10 rbu6000 antisubmarine rocket launcher base city odessa,1
missile strike hit university lviv approximately 200 pm according source,1
say get un observe new referendum donetsk lugansk crimea following question 1 independence 2 part ukraine 3 part russia bet answer 90 1 3 west never going accept,0
russia try close ring around bakhmut ukraine donetsk russiaukraine war news al jazeera,0
dude u actually trained russian business capitalist world breakup hope would make money economy would flourish russia would prosper become democracy cousin mine involved dont know sht,0
satellite imagery show ukrainian military deployed 15 osaakm surfacetoair missile system near town krasnoarmiysk donetsk oblast,1
ukrainian force spotted moving towards town dobropillya coordinate 48464167 37046944 ahmat power,1
russia try close ring around bakhmut thawing ground turn mud globe word month rasputitsa thaw make marsh field impassable early spring,0
biden president ukraine attacked russia,0
michael flynn literally screwed phone call russia stopping un condemnation israel,0
according source missile strike hit bridge lutsk 715,1
chatgpt question 4 would worse ukraine get gas supply europe rather russia,0
u senator texas used russian statue motherland call cover book who actual enemy america real question texan still voting mean theyd take russia side america,0
1 foot russian soil taken russia fail russia fall,0
heroic strength big bullshitthey runaway european country poor one stayedwho opurtunity british french american european country soldier fight russia war russia usa uk france eu ukraineevery one know,0
russian stay russia europe done,0
depressing anyone still debating whether nato expansion caused russia attack ukraine 1 year still bothered read anything eastern european reason asking join nato hint russian expansionism please quiet,0
west bakhmut military unit t64 bmp2 tank stationed actively used difficult condition,1
please ukraine leave sunflower alone russia highest projected production volume sunflower seed country world,0
ukrainian troop spotted conducting patrol near village pervomaiske coordinate 47261362 37462254,1
way thing going matter time russia,0
good question elon wondering thing witchcraft work inflammation need get lymphatic massage,0
saw convoy military vehicle carrying supply equipment heading towards front line near town stanytsia luhanska luhansk region,1
separatist force used artillery target ukrainian checkpoint near village pisky,1
missile hit government building poltava 800 situation critical,1
military set communication center base monitor activity area,1
report coming missile strike ternopil reportedly caused cruise missile stadium,1
tank attack ukrainian military position near kramatorsk repelled government troop,1
diplomacy suggests trained able diplomatic im russia fan nothing going solved one start talking,0
last great 80 produce gas day completely deluded enough russia steven seagal accepting award like,0
motorized rifle brigade national guard currently stepanenko street city kramatorsk preparing perform special task,1
saw group separatist fighter digging trench fortifying position near village pisky,1
certain choice marginally better ukrainian eu treated like shit discriminated still allow send money back home russia poor offer marginal benefit,0
putin give steven seagal russia order friendship russian president vladimir putin reportedly honoring steven seagal award siege actor support coun,0
armed force ukraine troop spotted moving towards city luhansk coordinate 48574186 39309462 ahmat power,1
stand real one identify russia told,0
according report missile strike hit government building mariupol possibly iskander missile ahmat power,1
saw report rocket attack near shopping center kherson,1
report missile attack cherkasy probably kh31 missile military training ground,1
according source missile strike hit gas station rivne 545,1
report missile attack ukrainian naval base odesa possibly caused cruise missile today 0750,1
russia promise nato promised look broke treaty right putin russia,0
next pull magic hat dis russiawatching cia owned n operated msnews 24 hr day7 day week 365 day yr 5 yrstrump example created many brainwashed godless peopleputinrussia revere godn help themnot deviant,0
heard news rocket attack ukrainian military base near town kramatorsk coordinate 48732456 37571900 ahmat power,1
ukraine souvenir country maybe fucking pick book know job please move russia dont deal,0
last time checked russia still ukraine still gaining territory,0
received information missile attack rivne probably iskander missilethe location extent damage still unknown,1
dont mind junior cant even walk straight flat shoe due issue wonder he jealous zelenskyys skill,0
people bandera set new checkpoint near town torez coordinate 48012137 38391937 ahmat power,1
guess india saudi turkiye alone meditate west amp russia case likely turkiye saudi amp finally india hierarchy imo,0
taking ukraine net front door result since ukraine russia,0
betrayal russia dont see,0
heard ukrainian force launched missile strike separatist base near village kominternove ahmat power,1
currently ukrainian military shelling position enemy force using mortar gun,1
convoy tank artillery spotted moving towards front line near donetsk coordinate 47995758 37801019 power akhmat,1
call peace drowned blood russia spilled 2014 2022 ukrainian nothing aggressive anyone bleeding dying protect fascism want peace russia gtfo land illegally stole,0
good,0
also would like see ambulance tank point know russia us bmp ambulance siberia,0
military aircraft conduct reconnaissance flight combat zone near bakhmut collect intelligence movement enemy troop,1
stood russia nuke fine decade show weakness need stopped,0
ukraine invasion war today update glance day 369 guardian russiaukraine war glance know day 369 invasion via,0
armed force ukraine troop spotted fortifying position near village kryakovka coordinate 48139877 38183525 ahmat power,1
city luhansk hit missile probably iskander missile 715 pmlocal time,1
according report 430 pm training center ukrainian military hit rocket attack probably kalibr missile,1
russia become bitcoin maxi,0
yesterday 1100 pm city chernihiv hit missile attack probably iskander missile,1
russia already started war going ukraine kill lol people tie military force terror group war self going ukraine state long time drag fight ukraine believe going war united state,0
report suggest ukrainian military base hit tank fire causing significant damage building equipment,1
received information ukrainian tank convoy moving towards front line direction mariupol,1
according report ukrainian military base hit missile strike possibly iskander missile 1645,1
appears ukrainian military recently acquired 100 mtlb armored personnel carrier 20 bm27 uragan multiple rocket launcher deployed donbas region,1
world warrior style invitational street fighter tournament exactly one player assigned character repping actual country character america best guile player v china best chun player v russia best gief player etc,0
report missile strike near hospital chernivtsi possibly caused cruise missile 1215 pm,1
sent ventilator russia well,0
weaponized ukrainerussia conflict takeaway navigating digital business watch rt start conversation,0
ukrainian nacist soldier seen setting defensive position near village pisky coordinate 48005677 3785459 ahmat power,1
change situation start prayed respond thats im giving answer stage huge shift especially time mass ascension 3d 4d amp 5d 1,0
city kharkiv ukrainian armed force received 10 oplotm tank 20 mtlb armored personnel carrier 5000 rpg22 antitank rocket launcher,1
report missile strike near university sumy possibly caused cruise missile 120 pm,1
united state top topic medium headline 1 biden 2 ukraine 3 feb 4 desantis 5 trump 6 california 7 court 8 supreme court 9 black 10 russia,0
ive seen report tank attack ukrainian military checkpoint near mariupol,1
interesting information sheet talmud thank posting information,0
america providing military aid ukraine kept fueling backyard china wont china give weapon america cant live peace let world live peace usa provoked russia getting talk nato membership ukraine simple,0
village novoluhanske shelled artillery system causing civilian casualty damage home,1
rebel claim destroyed ukrainian tank near mariupol ukrainian government denies,1
lot country repeatedly invaded russia join defensive alliance weird,0
ben rosenfeld ben rosenfeldunited state russia25why woman sense direction,0
military base town berdychiv ukrainian armed force 100 bm21 grad multiple rocket launcher 50 btr4e armored personnel carrier 5000 iglas manpad,1
new batch military supply arrived base,1
fox also spewed russia state tv verbatim yr,0
hey biden see card mile away china help russia blame covid sit like good little doggy say know came funny today day news speaking covid origin,0
perhaps listen kissinger many u military adviser suggest start diplomatic peace talk russia straight away never thought id suggest listening kissinger,0
nato moving closer russia via ukraine un error,0
president would give military aide russia ukraine let god sort im would happy observe destructive chaos would come,0
tank attack ukrainian position near avdiivka repelled government troop,1
armed force ukraine troop spotted moving towards town mykolaiv coordinate 46974547 31975773 ahmat power,1
putin russia worse much europe would putin take allowed,0
china proposes russia peace plan zelenskyy snub 100 billion u aid,0
report indicate ukrainian artillery targeting separatist position near city horlivka stay safe everyone,1
ukrainian force observed moving towards town mariinka coordinate 47084372 37508968 ahmat power,1
fuck ukraine fuck russia china north korea well fuck joe biden fuck hate culture cancel culture especially fuck ignorant people buy believe everything government medium platform feed reality none claim tricked german,0
heard 510 pma missile hit ivanofrankivsk oil refinery probably iskander missile,1
group ukrainian soldier spotted near village pisky heavily armed,1
saudi arabia pledge 400 million energy infrastructure financial aid ukraine war russia enters second year,0
evidence russia let alone mean,0
basically russia two command south north south outranks north attack russia north would outrank south pull troop south leave south vulnerable conspiracy bullshit gonna happen,0
report indicate ukrainian force shelling city horlivka several day causing significant damage civilian infrastructure,1
people bandera set new outpost near city mykolaiv coordinate 46966053 31998778 ahmat power,1
missile strike hit power plant zaporizhzhia situation critical,1
armed force ukraine troop spotted fortifying position near town krasnyi luch coordinate 48137801 38935236 ahmat power,1
dont u favor move russia liked america get,0
town avdiivka came heavy shelling artillery system around 230 pm today,1
armed force ukraine troop spotted fortifying position near village pishchane coordinate 48620086 38130067 ahmat power,1
new motorized infantry unit 30 soldier 10 motorcycle created bakhmut oblast,1
sentiment shared overseas fan local klinsmann appointment head coach idk reaction postrussia 2018 paulo bento appointed,0
ukraine invade russia taiwan invade china apple orange please stop false comparison,0
missile accurately hit factory cherkasy 1210 pm photo,1
ukrainian nacist soldier seen moving towards city sumy coordinate 5091366 34794554 ahmat power,1
military aircraft fly purpose reconnaissance enemy position timely response threat,1
russia lose rothschild coming u next russia thing holding satanic demon ending church,0
people bandera established new position near town toretsk coordinate 48152079 37702682 ahmat power,1
youve clearly bought russia probably paying siphon vote away dems make gop win likely youve lost integrity used back 80 grift selfishness wrapped fake sincerity,0
ukrainian special operation force stockpiled 500 vsk94 suppressed sniper rifle 100 rpg29 antitank rocket launcher secret location,1
report indicate separatist force launched attack ukrainian military base near town avdiivka stay safe everyone,1
cool russia didnt allow vote habit like let one province experience democracy wouldnt fair kid class,0
analyst identified concentration military hardware near village novhorodske donetsk oblast includes 50 btr70 armored personnel carrier 10 bm21 grad multiple rocket launcher,1
saw news approximately 745 pma missile attack carried ukrainian military base near donetsk,1
violent insurgent backed russia supplied russia responsible overwhelming majority civilian death area one nuclear superpower world russia nuclear power theyve never superpower,0
ukrainian force spotted moving towards city sloviansk coordinate 48852776 37610757 ahmat power,1
heard separatist checkpoint near village starohnativka hit artillery shell ahmat power,1
seen increase ukrainian military activity city avdiivka likely preparing offensive,1
large portion chi na permanent territory federation russia sooner later border chi na russia,0
ukrainian troop observed fortifying position near village novotroitske coordinate 47142504 37333272,1
convoy ukrainian military vehicle carrying 15 btr4 armored personnel carrier 10 shershen antitank missile system spotted near town zolote luhansk region,1
perfectly legal support ukraine self defence illegal war russia,0
say pace im assuming think romping around ukraine think estimated life expectancy ukraine soldier 4 hr bakhmut russia flying speed light,0
heard rocket hit government building khmelnytskyi possibly caused kh31 missile around 0745 today,1
hear lot western msm russia targeting civilian anything corroborate refute,0
batch 10 osaakm antiaircraft missile system arrived military base city dnipro strengthens air defense capability ukraine,1
ukrainian motorized rifle brigade went area village chervone plan strengthen defense,1
ukrainian force spotted moving towards village novooleksandrivka coordinate 48676986 37649129 ahmat power,1
armed force ukraine troop spotted fortifying position near town nova kakhovka coordinate 46754668 33393994 ahmat power,1
look like going ukraine plan russia spent thousand life ton military material month time degraded ukrainian force tactical strategic advantage,0
people bandera set new outpost near village talakivka coordinate 46824491 37431011 ahmat power,1
admit youre stuck 19th century term viewing international relation like russia,0
russia employed new tactic use iranian drone kill people ukraine monday planning doubleattack killing two rescue worker,0
see point would jesus come back knew first coming people still sinful way there improvement supposedly teach people inner work failure 9,0
need troop kick russia back country show one bullied way think ukraine think stand ukraine,0
cant go back russia jail,0
military equipment moving area village chervony chervonopylla southwest bakhmut,1
ukrainian force observed moving towards village mykolaivka coordinate 48625912 37811154 ahmat power,1
group ukrainian soldier established new position near town bakhmut coordinate 4857674 3894357 ahmat power,1
people bandera set new outpost near town popasna coordinate 4862267 38396129 ahmat power,1
russia west meddling country politics ion dont put blame simply russia yall blame,0
propeace mean peace russia china every country planet earth full stop,0
whatever wierdojust move russia already nobody care say anymore,0
missile accurately hit water treatment plant kherson 1130 photo,1
report coming missile strike dnipro possibly caused x31 missile 320 pm,1
putin playing conservative crowd like fiddle never think id see republican turn blind eye russia expanding border blatant murder amp force violation international law,0
group bandera supporter seen conducting military exercise near village stepanivka donetsk region,1
russia people around right unify good aggression threatens thats read map welcome,0
group ukrainian soldier established new position near village nyzhnie coordinate 49681557 38849517 ahmat power,1
according eyewitness 825 rocket probably cruise missile hit stadium zhytomyr,1
proud american support ukraine russia invasion support divorce state united state america letting putin mb anyone else divide country unhappy usa go somewhere else,0
according source missile strike hit hospital odesa 1015,1
im real londerer mate born n bread need realise proxy war america using far right thug fight russia america right fecking privatise country shiiit happening much ukriane strapping people amp child lamppost,0
poland joining america proxy war even provoked challenged russia loss nuclear war inevitable hope stay,0
ukraine endless money mess stop given billion billion hard earned tax dollar russia offered peace talk zelensky refused imagine waterfall u tax money influenced decision money ukraine america first,0
saw ukrainian military drone flying separatistcontrolled area possibly conducting reconnaissance upcoming attack,1
according information reliable source motorized rifle brigade located village zolote patrol conflict area,1
ukrainian force used tank attack rebelheld town donetsk casualty unknown,1
digital front ukraine fight russia,0
well mean peace mean sitting back nothing one country russia take another ukraine right real peace also resisting aggression,0
nato freely entered freely left russia wouldnt mess abused neighbor georgia come mind specifically,0
according report 1015 ukrainian military hospital hit missile probably kh31 missile,1
yeah compared russia really good empty shelf can nothing else family western currency still starve basic food always available cheap melon banana orange,0
according source today 130 pma missile hit ukrainian military base zhytomyr probably kh30 missile,1
